Dates,WL
10/29/1935,73.88
10/30/1935,73.907
10/31/1935,73.91
11/1/1935,73.917
11/2/1935,73.929
11/3/1935,73.901
11/4/1935,73.886
11/5/1935,73.92
11/6/1935,73.935
11/7/1935,73.892
11/8/1935,73.92
11/9/1935,73.886
11/10/1935,73.877
11/11/1935,73.91
11/12/1935,73.914
11/13/1935,73.91
11/14/1935,73.901
11/15/1935,73.889
11/16/1935,73.871
11/17/1935,73.877
11/18/1935,73.892
11/19/1935,73.859
11/20/1935,73.886
11/21/1935,73.868
11/22/1935,73.898
11/23/1935,73.886
11/24/1935,73.868
11/25/1935,73.865
11/26/1935,73.871
11/27/1935,73.828
11/28/1935,73.84
11/29/1935,73.88
11/30/1935,73.88
12/1/1935,73.871
12/2/1935,73.889
12/3/1935,73.892
12/4/1935,73.895
12/5/1935,73.904
12/6/1935,73.846
12/7/1935,73.822
12/8/1935,73.843
12/9/1935,73.874
12/10/1935,73.862
12/11/1935,73.874
12/12/1935,73.859
12/13/1935,73.843
12/14/1935,73.871
12/15/1935,73.862
12/16/1935,73.914
12/17/1935,73.904
12/18/1935,73.883
12/19/1935,73.895
12/20/1935,73.92
12/21/1935,73.917
12/22/1935,73.877
12/23/1935,73.88
12/24/1935,73.904
12/25/1935,73.88
12/26/1935,73.892
12/27/1935,73.907
12/28/1935,73.88
12/29/1935,73.84
12/30/1935,73.853
12/31/1935,73.834
1/1/1936,73.84
1/2/1936,73.807
1/3/1936,73.865
1/4/1936,73.837
1/5/1936,73.904
1/6/1936,73.846
1/7/1936,73.868
1/8/1936,73.828
1/9/1936,73.822
1/10/1936,73.892
1/11/1936,73.865
1/12/1936,73.865
1/13/1936,73.901
1/14/1936,73.84
1/15/1936,73.853
1/16/1936,73.874
1/17/1936,73.846
1/18/1936,73.834
1/19/1936,73.859
1/20/1936,73.853
1/21/1936,73.84
1/22/1936,73.834
1/23/1936,73.981
1/24/1936,73.914
1/25/1936,73.868
1/26/1936,73.84
1/27/1936,73.871
1/28/1936,73.871
1/29/1936,73.831
1/30/1936,73.822
1/31/1936,73.853
2/1/1936,73.898
2/2/1936,73.846
2/3/1936,73.804
2/4/1936,73.837
2/5/1936,73.898
2/6/1936,73.843
2/7/1936,73.801
2/8/1936,73.773
2/9/1936,73.81
2/10/1936,73.834
2/11/1936,73.828
2/12/1936,73.816
2/13/1936,73.743
2/14/1936,73.755
2/15/1936,73.795
2/16/1936,73.776
2/17/1936,73.779
2/18/1936,73.846
2/19/1936,73.801
2/20/1936,73.755
2/21/1936,73.761
2/22/1936,73.761
2/23/1936,73.74
2/24/1936,73.706
2/25/1936,73.74
2/26/1936,73.737
2/27/1936,73.795
2/28/1936,73.816
2/29/1936,73.776
3/1/1936,73.773
3/2/1936,73.749
3/3/1936,73.773
3/4/1936,73.785
3/5/1936,73.801
3/6/1936,73.813
3/7/1936,73.785
3/8/1936,73.77
3/9/1936,73.798
3/10/1936,73.795
3/11/1936,73.801
3/12/1936,73.886
3/13/1936,73.941
3/14/1936,73.935
3/15/1936,73.932
3/16/1936,73.95
3/17/1936,74.005
3/18/1936,74.035
3/19/1936,74.057
3/20/1936,74.075
3/21/1936,74.142
3/22/1936,74.179
3/23/1936,74.127
3/24/1936,74.136
3/25/1936,74.173
3/26/1936,74.191
3/27/1936,74.206
3/28/1936,74.264
3/29/1936,74.27
3/30/1936,74.285
3/31/1936,74.349
4/1/1936,74.325
4/2/1936,74.331
4/3/1936,74.416
4/4/1936,74.389
4/5/1936,74.362
4/6/1936,74.41
4/7/1936,74.453
4/8/1936,74.401
4/9/1936,74.41
4/10/1936,74.426
4/11/1936,74.441
4/12/1936,74.453
4/13/1936,74.441
4/14/1936,74.453
4/15/1936,74.529
4/16/1936,74.52
4/17/1936,74.511
4/18/1936,74.502
4/19/1936,74.483
4/20/1936,74.538
4/21/1936,74.532
4/22/1936,74.514
4/23/1936,74.517
4/24/1936,74.496
4/25/1936,74.532
4/26/1936,74.502
4/27/1936,74.499
4/28/1936,74.514
4/29/1936,74.529
4/30/1936,74.529
5/1/1936,74.529
5/2/1936,74.526
5/3/1936,74.538
5/4/1936,74.547
5/5/1936,74.544
5/6/1936,74.529
5/7/1936,74.535
5/8/1936,74.547
5/9/1936,74.551
5/10/1936,74.551
5/11/1936,74.551
5/12/1936,74.544
5/13/1936,74.554
5/14/1936,74.56
5/15/1936,74.544
5/16/1936,74.529
5/17/1936,74.526
5/18/1936,74.529
5/19/1936,74.554
5/20/1936,74.544
5/21/1936,74.529
5/22/1936,74.52
5/23/1936,74.517
5/24/1936,74.523
5/25/1936,74.529
5/26/1936,74.514
5/27/1936,74.526
5/28/1936,74.535
5/29/1936,74.523
5/30/1936,74.517
5/31/1936,74.505
6/1/1936,74.499
6/2/1936,74.505
6/3/1936,74.511
6/4/1936,74.505
6/5/1936,74.496
6/6/1936,74.487
6/7/1936,74.487
6/8/1936,74.49
6/9/1936,74.483
6/10/1936,74.477
6/11/1936,74.493
6/12/1936,74.499
6/13/1936,74.49
6/14/1936,74.487
6/15/1936,74.483
6/16/1936,74.48
6/17/1936,74.45
6/18/1936,74.477
6/19/1936,74.483
6/20/1936,74.48
6/21/1936,74.493
6/22/1936,74.477
6/23/1936,74.465
6/24/1936,74.459
6/25/1936,74.45
6/26/1936,74.45
6/27/1936,74.45
6/28/1936,74.462
6/29/1936,74.459
6/30/1936,74.444
7/1/1936,74.447
7/2/1936,74.435
7/3/1936,74.441
7/4/1936,74.435
7/5/1936,74.432
7/6/1936,74.429
7/7/1936,74.419
7/8/1936,74.419
7/9/1936,74.419
7/10/1936,74.429
7/11/1936,74.419
7/12/1936,74.416
7/13/1936,74.401
7/14/1936,74.413
7/15/1936,74.41
7/16/1936,74.395
7/17/1936,74.389
7/18/1936,74.377
7/19/1936,74.374
7/20/1936,74.362
7/21/1936,74.346
7/22/1936,74.34
7/23/1936,74.337
7/24/1936,74.346
7/25/1936,74.371
7/26/1936,74.374
7/27/1936,74.359
7/28/1936,74.346
7/29/1936,74.362
7/30/1936,74.352
7/31/1936,74.337
8/1/1936,74.322
8/2/1936,74.316
8/3/1936,74.31
8/4/1936,74.322
8/5/1936,74.288
8/6/1936,74.279
8/7/1936,74.276
8/8/1936,74.264
8/9/1936,74.255
8/10/1936,74.252
8/11/1936,74.24
8/12/1936,74.224
8/13/1936,74.218
8/14/1936,74.215
8/15/1936,74.209
8/16/1936,74.215
8/17/1936,74.218
8/18/1936,74.188
8/19/1936,74.194
8/20/1936,74.2
8/21/1936,74.173
8/22/1936,74.17
8/23/1936,74.166
8/24/1936,74.191
8/25/1936,74.179
8/26/1936,74.17
8/27/1936,74.163
8/28/1936,74.142
8/29/1936,74.173
8/30/1936,74.197
8/31/1936,74.221
9/1/1936,74.206
9/2/1936,74.185
9/3/1936,74.194
9/4/1936,74.188
9/5/1936,74.166
9/6/1936,74.151
9/7/1936,74.16
9/8/1936,74.173
9/9/1936,74.173
9/10/1936,74.176
9/11/1936,74.163
9/12/1936,74.173
9/13/1936,74.16
9/14/1936,74.118
9/15/1936,74.121
9/16/1936,74.136
9/17/1936,74.145
9/18/1936,74.136
9/19/1936,74.13
9/20/1936,74.106
9/21/1936,74.115
9/22/1936,74.109
9/23/1936,74.109
9/24/1936,74.16
9/25/1936,74.148
9/26/1936,74.106
9/27/1936,74.115
9/28/1936,74.166
9/29/1936,74.13
9/30/1936,74.09
10/1/1936,74.124
10/2/1936,74.124
10/3/1936,74.127
10/4/1936,74.102
10/5/1936,74.093
10/6/1936,74.093
10/7/1936,74.115
10/8/1936,74.121
10/9/1936,74.109
10/10/1936,74.099
10/11/1936,74.151
10/12/1936,74.176
10/13/1936,74.106
10/14/1936,74.084
10/15/1936,74.078
10/16/1936,74.075
10/17/1936,74.112
10/18/1936,74.136
10/19/1936,74.09
10/20/1936,74.078
10/21/1936,74.078
10/22/1936,74.093
10/23/1936,74.075
10/24/1936,74.078
10/25/1936,74.057
10/26/1936,74.106
10/27/1936,74.075
10/28/1936,74.063
10/29/1936,74.063
10/30/1936,74.121
10/31/1936,74.042
11/1/1936,74.057
11/2/1936,74.048
11/3/1936,74.081
11/4/1936,74.102
11/5/1936,74.109
11/6/1936,74.084
11/7/1936,74.093
11/8/1936,74.109
11/9/1936,74.093
11/10/1936,74.13
11/11/1936,74.078
11/12/1936,74.081
11/13/1936,74.093
11/14/1936,74.078
11/15/1936,74.124
11/16/1936,74.136
11/17/1936,74.106
11/18/1936,74.096
11/19/1936,74.057
11/20/1936,74.063
11/21/1936,74.081
11/22/1936,74.087
11/23/1936,74.066
11/24/1936,74.035
11/25/1936,74.035
11/26/1936,74.087
11/27/1936,74.057
11/28/1936,74.02
11/29/1936,74.078
11/30/1936,74.051
12/1/1936,73.996
12/2/1936,73.996
12/3/1936,74.023
12/4/1936,74.038
12/5/1936,74.02
12/6/1936,73.959
12/7/1936,74.042
12/8/1936,73.984
12/9/1936,73.962
12/10/1936,73.962
12/11/1936,73.999
12/12/1936,73.993
12/13/1936,73.987
12/14/1936,73.987
12/15/1936,73.999
12/16/1936,73.962
12/17/1936,74.005
12/18/1936,73.984
12/19/1936,73.935
12/20/1936,74.042
12/21/1936,74.063
12/22/1936,74.023
12/23/1936,73.984
12/24/1936,73.996
12/25/1936,73.987
12/26/1936,73.996
12/27/1936,73.993
12/28/1936,74.051
12/29/1936,73.993
12/30/1936,73.978
12/31/1936,74.023
1/1/1937,74.048
1/2/1937,73.987
1/3/1937,74.06
1/4/1937,74.042
1/5/1937,74.06
1/6/1937,74.011
1/7/1937,74.002
1/8/1937,74.038
1/9/1937,74.09
1/10/1937,74.081
1/11/1937,74.075
1/12/1937,74.096
1/13/1937,74.063
1/14/1937,74.084
1/15/1937,74.163
1/16/1937,74.166
1/17/1937,74.109
1/18/1937,74.179
1/19/1937,74.2
1/20/1937,74.13
1/21/1937,74.194
1/22/1937,74.234
1/23/1937,74.24
1/24/1937,74.2
1/25/1937,74.304
1/26/1937,74.31
1/27/1937,74.276
1/28/1937,74.246
1/29/1937,74.273
1/30/1937,74.267
1/31/1937,74.261
2/1/1937,74.355
2/2/1937,74.346
2/3/1937,74.316
2/4/1937,74.285
2/5/1937,74.307
2/6/1937,74.307
2/7/1937,74.322
2/8/1937,74.264
2/9/1937,74.359
2/10/1937,74.374
2/11/1937,74.362
2/12/1937,74.331
2/13/1937,74.328
2/14/1937,74.359
2/15/1937,74.41
2/16/1937,74.362
2/17/1937,74.346
2/18/1937,74.331
2/19/1937,74.343
2/20/1937,74.331
2/21/1937,74.301
2/22/1937,74.392
2/23/1937,74.392
2/24/1937,74.383
2/25/1937,74.41
2/26/1937,74.435
2/27/1937,74.438
2/28/1937,74.407
3/1/1937,74.41
3/2/1937,74.413
3/3/1937,74.392
3/4/1937,74.392
3/5/1937,74.404
3/6/1937,74.398
3/7/1937,74.407
3/8/1937,74.395
3/9/1937,74.444
3/10/1937,74.423
3/11/1937,74.395
3/12/1937,74.386
3/13/1937,74.413
3/14/1937,74.392
3/15/1937,74.392
3/16/1937,74.447
3/17/1937,74.468
3/18/1937,74.41
3/19/1937,74.413
3/20/1937,74.374
3/21/1937,74.426
3/22/1937,74.426
3/23/1937,74.41
3/24/1937,74.374
3/25/1937,74.398
3/26/1937,74.432
3/27/1937,74.432
3/28/1937,74.423
3/29/1937,74.419
3/30/1937,74.389
3/31/1937,74.377
4/1/1937,74.362
4/2/1937,74.371
4/3/1937,74.374
4/4/1937,74.334
4/5/1937,74.331
4/6/1937,74.401
4/7/1937,74.423
4/8/1937,74.416
4/9/1937,74.429
4/10/1937,74.444
4/11/1937,74.45
4/12/1937,74.441
4/13/1937,74.426
4/14/1937,74.441
4/15/1937,74.462
4/16/1937,74.462
4/17/1937,74.438
4/18/1937,74.471
4/19/1937,74.471
4/20/1937,74.477
4/21/1937,74.441
4/22/1937,74.483
4/23/1937,74.532
4/24/1937,74.526
4/25/1937,74.532
4/26/1937,74.544
4/27/1937,74.563
4/28/1937,74.584
4/29/1937,74.608
4/30/1937,74.608
5/1/1937,74.624
5/2/1937,74.627
5/3/1937,74.63
5/4/1937,74.636
5/5/1937,74.648
5/6/1937,74.672
5/7/1937,74.663
5/8/1937,74.669
5/9/1937,74.679
5/10/1937,74.688
5/11/1937,74.679
5/12/1937,74.669
5/13/1937,74.694
5/14/1937,74.706
5/15/1937,74.697
5/16/1937,74.691
5/17/1937,74.727
5/18/1937,74.73
5/19/1937,74.74
5/20/1937,74.758
5/21/1937,74.736
5/22/1937,74.74
5/23/1937,74.761
5/24/1937,74.758
5/25/1937,74.761
5/26/1937,74.758
5/27/1937,74.773
5/28/1937,74.776
5/29/1937,74.773
5/30/1937,74.773
5/31/1937,74.767
6/1/1937,74.776
6/2/1937,74.776
6/3/1937,74.782
6/4/1937,74.776
6/5/1937,74.767
6/6/1937,74.764
6/7/1937,74.767
6/8/1937,74.764
6/9/1937,74.776
6/10/1937,74.776
6/11/1937,74.773
6/12/1937,74.773
6/13/1937,74.764
6/14/1937,74.767
6/15/1937,74.767
6/16/1937,74.755
6/17/1937,74.743
6/18/1937,74.776
6/19/1937,74.773
6/20/1937,74.767
6/21/1937,74.776
6/22/1937,74.797
6/23/1937,74.791
6/24/1937,74.791
6/25/1937,74.788
6/26/1937,74.791
6/27/1937,74.785
6/28/1937,74.791
6/29/1937,74.807
6/30/1937,74.8
7/1/1937,74.776
7/2/1937,74.791
7/3/1937,74.797
7/4/1937,74.788
7/5/1937,74.791
7/6/1937,74.785
7/7/1937,74.782
7/8/1937,74.785
7/9/1937,74.785
7/10/1937,74.788
7/11/1937,74.791
7/12/1937,74.794
7/13/1937,74.776
7/14/1937,74.743
7/15/1937,74.749
7/16/1937,74.776
7/17/1937,74.785
7/18/1937,74.791
7/19/1937,74.782
7/20/1937,74.773
7/21/1937,74.758
7/22/1937,74.749
7/23/1937,74.743
7/24/1937,74.746
7/25/1937,74.736
7/26/1937,74.776
7/27/1937,74.788
7/28/1937,74.776
7/29/1937,74.764
7/30/1937,74.761
7/31/1937,74.752
8/1/1937,74.74
8/2/1937,74.733
8/3/1937,74.721
8/4/1937,74.712
8/5/1937,74.709
8/6/1937,74.7
8/7/1937,74.697
8/8/1937,74.694
8/9/1937,74.694
8/10/1937,74.688
8/11/1937,74.697
8/12/1937,74.715
8/13/1937,74.743
8/14/1937,74.73
8/15/1937,74.715
8/16/1937,74.706
8/17/1937,74.709
8/18/1937,74.703
8/19/1937,74.688
8/20/1937,74.712
8/21/1937,74.709
8/22/1937,74.669
8/23/1937,74.639
8/24/1937,74.636
8/25/1937,74.633
8/26/1937,74.63
8/27/1937,74.63
8/28/1937,74.636
8/29/1937,74.636
8/30/1937,74.642
8/31/1937,74.642
9/1/1937,74.651
9/2/1937,74.654
9/3/1937,74.654
9/4/1937,74.66
9/5/1937,74.621
9/6/1937,74.596
9/7/1937,74.596
9/8/1937,74.599
9/9/1937,74.584
9/10/1937,74.572
9/11/1937,74.59
9/12/1937,74.621
9/13/1937,74.587
9/14/1937,74.584
9/15/1937,74.547
9/16/1937,74.566
9/17/1937,74.578
9/18/1937,74.541
9/19/1937,74.584
9/20/1937,74.569
9/21/1937,74.529
9/22/1937,74.508
9/23/1937,74.499
9/24/1937,74.499
9/25/1937,74.496
9/26/1937,74.526
9/27/1937,74.496
9/28/1937,74.468
9/29/1937,74.465
9/30/1937,74.444
10/1/1937,74.435
10/2/1937,74.429
10/3/1937,74.398
10/4/1937,74.404
10/5/1937,74.395
10/6/1937,74.423
10/7/1937,74.456
10/8/1937,74.456
10/9/1937,74.419
10/10/1937,74.41
10/11/1937,74.401
10/12/1937,74.416
10/13/1937,74.419
10/14/1937,74.401
10/15/1937,74.398
10/16/1937,74.38
10/17/1937,74.337
10/18/1937,74.322
10/19/1937,74.359
10/20/1937,74.377
10/21/1937,74.383
10/22/1937,74.38
10/23/1937,74.419
10/24/1937,74.416
10/25/1937,74.392
10/26/1937,74.374
10/27/1937,74.41
10/28/1937,74.426
10/29/1937,74.413
10/30/1937,74.447
10/31/1937,74.426
11/1/1937,74.374
11/2/1937,74.407
11/3/1937,74.441
11/4/1937,74.395
11/5/1937,74.377
11/6/1937,74.401
11/7/1937,74.368
11/8/1937,74.343
11/9/1937,74.404
11/10/1937,74.386
11/11/1937,74.362
11/12/1937,74.334
11/13/1937,74.365
11/14/1937,74.407
11/15/1937,74.419
11/16/1937,74.438
11/17/1937,74.447
11/18/1937,74.447
11/19/1937,74.426
11/20/1937,74.438
11/21/1937,74.441
11/22/1937,74.444
11/23/1937,74.426
11/24/1937,74.395
11/25/1937,74.383
11/26/1937,74.377
11/27/1937,74.383
11/28/1937,74.362
11/29/1937,74.413
11/30/1937,74.435
12/1/1937,74.398
12/2/1937,74.392
12/3/1937,74.374
12/4/1937,74.362
12/5/1937,74.368
12/6/1937,74.377
12/7/1937,74.441
12/8/1937,74.359
12/9/1937,74.349
12/10/1937,74.352
12/11/1937,74.365
12/12/1937,74.371
12/13/1937,74.377
12/14/1937,74.352
12/15/1937,74.31
12/16/1937,74.307
12/17/1937,74.304
12/18/1937,74.328
12/19/1937,74.343
12/20/1937,74.325
12/21/1937,74.349
12/22/1937,74.362
12/23/1937,74.383
12/24/1937,74.322
12/25/1937,74.362
12/26/1937,74.383
12/27/1937,74.34
12/28/1937,74.349
12/29/1937,74.328
12/30/1937,74.337
12/31/1937,74.285
1/1/1938,74.295
1/2/1938,74.337
1/3/1938,74.319
1/4/1938,74.322
1/5/1938,74.325
1/6/1938,74.295
1/7/1938,74.319
1/8/1938,74.325
1/9/1938,74.319
1/10/1938,74.301
1/11/1938,74.285
1/12/1938,74.273
1/13/1938,74.322
1/14/1938,74.301
1/15/1938,74.304
1/16/1938,74.282
1/17/1938,74.285
1/18/1938,74.282
1/19/1938,74.27
1/20/1938,74.273
1/21/1938,74.267
1/22/1938,74.273
1/23/1938,74.279
1/24/1938,74.209
1/25/1938,74.298
1/26/1938,74.295
1/27/1938,74.307
1/28/1938,74.304
1/29/1938,74.301
1/30/1938,74.276
1/31/1938,74.334
2/1/1938,74.301
2/2/1938,74.264
2/3/1938,74.267
2/4/1938,74.316
2/5/1938,74.261
2/6/1938,74.304
2/7/1938,74.359
2/8/1938,74.328
2/9/1938,74.349
2/10/1938,74.377
2/11/1938,74.334
2/12/1938,74.346
2/13/1938,74.346
2/14/1938,74.429
2/15/1938,74.419
2/16/1938,74.41
2/17/1938,74.374
2/18/1938,74.416
2/19/1938,74.419
2/20/1938,74.423
2/21/1938,74.419
2/22/1938,74.398
2/23/1938,74.441
2/24/1938,74.447
2/25/1938,74.456
2/26/1938,74.432
2/27/1938,74.462
2/28/1938,74.505
3/1/1938,74.496
3/2/1938,74.468
3/3/1938,74.462
3/4/1938,74.441
3/5/1938,74.447
3/6/1938,74.517
3/7/1938,74.526
3/8/1938,74.52
3/9/1938,74.532
3/10/1938,74.511
3/11/1938,74.502
3/12/1938,74.502
3/13/1938,74.508
3/14/1938,74.511
3/15/1938,74.496
3/16/1938,74.483
3/17/1938,74.511
3/18/1938,74.532
3/19/1938,74.529
3/20/1938,74.541
3/21/1938,74.547
3/22/1938,74.557
3/23/1938,74.569
3/24/1938,74.615
3/25/1938,74.593
3/26/1938,74.633
3/27/1938,74.651
3/28/1938,74.63
3/29/1938,74.627
3/30/1938,74.608
3/31/1938,74.608
4/1/1938,74.666
4/2/1938,74.672
4/3/1938,74.672
4/4/1938,74.676
4/5/1938,74.682
4/6/1938,74.657
4/7/1938,74.648
4/8/1938,74.621
4/9/1938,74.691
4/10/1938,74.709
4/11/1938,74.66
4/12/1938,74.691
4/13/1938,74.682
4/14/1938,74.691
4/15/1938,74.703
4/16/1938,74.703
4/17/1938,74.669
4/18/1938,74.715
4/19/1938,74.712
4/20/1938,74.724
4/21/1938,74.736
4/22/1938,74.758
4/23/1938,74.749
4/24/1938,74.733
4/25/1938,74.743
4/26/1938,74.743
4/27/1938,74.743
4/28/1938,74.74
4/29/1938,74.743
4/30/1938,74.758
5/1/1938,74.752
5/2/1938,74.752
5/3/1938,74.746
5/4/1938,74.743
5/5/1938,74.746
5/6/1938,74.755
5/7/1938,74.758
5/8/1938,74.746
5/9/1938,74.74
5/10/1938,74.758
5/11/1938,74.764
5/12/1938,74.761
5/13/1938,74.755
5/14/1938,74.733
5/15/1938,74.758
5/16/1938,74.764
5/17/1938,74.764
5/18/1938,74.746
5/19/1938,74.73
5/20/1938,74.746
5/21/1938,74.752
5/22/1938,74.752
5/23/1938,74.73
5/24/1938,74.767
5/25/1938,74.752
5/26/1938,74.749
5/27/1938,74.755
5/28/1938,74.752
5/29/1938,74.743
5/30/1938,74.73
5/31/1938,74.736
6/1/1938,74.727
6/2/1938,74.724
6/3/1938,74.736
6/4/1938,74.73
6/5/1938,74.74
6/6/1938,74.721
6/7/1938,74.721
6/8/1938,74.743
6/9/1938,74.74
6/10/1938,74.724
6/11/1938,74.73
6/12/1938,74.74
6/13/1938,74.749
6/14/1938,74.736
6/15/1938,74.727
6/16/1938,74.718
6/17/1938,74.721
6/18/1938,74.727
6/19/1938,74.727
6/20/1938,74.721
6/21/1938,74.727
6/22/1938,74.721
6/23/1938,74.715
6/24/1938,74.712
6/25/1938,74.715
6/26/1938,74.712
6/27/1938,74.697
6/28/1938,74.697
6/29/1938,74.688
6/30/1938,74.679
7/1/1938,74.685
7/2/1938,74.688
7/3/1938,74.682
7/4/1938,74.682
7/5/1938,74.685
7/6/1938,74.679
7/7/1938,74.666
7/8/1938,74.663
7/9/1938,74.669
7/10/1938,74.676
7/11/1938,74.669
7/12/1938,74.685
7/13/1938,74.672
7/14/1938,74.669
7/15/1938,74.691
7/16/1938,74.679
7/17/1938,74.676
7/18/1938,74.679
7/19/1938,74.672
7/20/1938,74.669
7/21/1938,74.654
7/22/1938,74.639
7/23/1938,74.648
7/24/1938,74.66
7/25/1938,74.654
7/26/1938,74.657
7/27/1938,74.663
7/28/1938,74.648
7/29/1938,74.669
7/30/1938,74.672
7/31/1938,74.669
8/1/1938,74.688
8/2/1938,74.694
8/3/1938,74.697
8/4/1938,74.694
8/5/1938,74.691
8/6/1938,74.679
8/7/1938,74.679
8/8/1938,74.669
8/9/1938,74.669
8/10/1938,74.645
8/11/1938,74.721
8/12/1938,74.709
8/13/1938,74.7
8/14/1938,74.676
8/15/1938,74.679
8/16/1938,74.679
8/17/1938,74.672
8/18/1938,74.697
8/19/1938,74.676
8/20/1938,74.66
8/21/1938,74.648
8/22/1938,74.663
8/23/1938,74.654
8/24/1938,74.669
8/25/1938,74.651
8/26/1938,74.63
8/27/1938,74.63
8/28/1938,74.602
8/29/1938,74.59
8/30/1938,74.59
8/31/1938,74.56
9/1/1938,74.593
9/2/1938,74.566
9/3/1938,74.557
9/4/1938,74.593
9/5/1938,74.581
9/6/1938,74.554
9/7/1938,74.541
9/8/1938,74.514
9/9/1938,74.493
9/10/1938,74.468
9/11/1938,74.462
9/12/1938,74.471
9/13/1938,74.499
9/14/1938,74.474
9/15/1938,74.52
9/16/1938,74.523
9/17/1938,74.502
9/18/1938,74.483
9/19/1938,74.499
9/20/1938,74.496
9/21/1938,74.538
9/22/1938,74.554
9/23/1938,74.575
9/24/1938,74.584
9/25/1938,74.569
9/26/1938,74.547
9/27/1938,74.572
9/28/1938,74.566
9/29/1938,74.56
9/30/1938,74.551
10/1/1938,74.551
10/2/1938,74.529
10/3/1938,74.52
10/4/1938,74.514
10/5/1938,74.511
10/6/1938,74.49
10/7/1938,74.477
10/8/1938,74.468
10/9/1938,74.487
10/10/1938,74.474
10/11/1938,74.468
10/12/1938,74.465
10/13/1938,74.465
10/14/1938,74.474
10/15/1938,74.465
10/16/1938,74.465
10/17/1938,74.465
10/18/1938,74.453
10/19/1938,74.459
10/20/1938,74.474
10/21/1938,74.477
10/22/1938,74.429
10/23/1938,74.416
10/24/1938,74.462
10/25/1938,74.471
10/26/1938,74.429
10/27/1938,74.456
10/28/1938,74.441
10/29/1938,74.432
10/30/1938,74.413
10/31/1938,74.398
11/1/1938,74.389
11/2/1938,74.386
11/3/1938,74.368
11/4/1938,74.359
11/5/1938,74.365
11/6/1938,74.371
11/7/1938,74.365
11/8/1938,74.395
11/9/1938,74.404
11/10/1938,74.371
11/11/1938,74.368
11/12/1938,74.349
11/13/1938,74.377
11/14/1938,74.45
11/15/1938,74.398
11/16/1938,74.346
11/17/1938,74.34
11/18/1938,74.346
11/19/1938,74.365
11/20/1938,74.368
11/21/1938,74.343
11/22/1938,74.362
11/23/1938,74.359
11/24/1938,74.334
11/25/1938,74.337
11/26/1938,74.285
11/27/1938,74.316
11/28/1938,74.334
11/29/1938,74.313
11/30/1938,74.34
12/1/1938,74.322
12/2/1938,74.27
12/3/1938,74.234
12/4/1938,74.295
12/5/1938,74.27
12/6/1938,74.337
12/7/1938,74.298
12/8/1938,74.285
12/9/1938,74.291
12/10/1938,74.328
12/11/1938,74.291
12/12/1938,74.337
12/13/1938,74.307
12/14/1938,74.316
12/15/1938,74.301
12/16/1938,74.246
12/17/1938,74.255
12/18/1938,74.279
12/19/1938,74.279
12/20/1938,74.264
12/21/1938,74.267
12/22/1938,74.273
12/23/1938,74.224
12/24/1938,74.27
12/25/1938,74.27
12/26/1938,74.212
12/27/1938,74.285
12/28/1938,74.316
12/29/1938,74.246
12/30/1938,74.276
12/31/1938,74.264
1/1/1939,74.267
1/2/1939,74.291
1/3/1939,74.234
1/4/1939,74.224
1/5/1939,74.197
1/6/1939,74.252
1/7/1939,74.255
1/8/1939,74.291
1/9/1939,74.24
1/10/1939,74.27
1/11/1939,74.298
1/12/1939,74.276
1/13/1939,74.237
1/14/1939,74.252
1/15/1939,74.243
1/16/1939,74.258
1/17/1939,74.258
1/18/1939,74.227
1/19/1939,74.249
1/20/1939,74.24
1/21/1939,74.218
1/22/1939,74.316
1/23/1939,74.255
1/24/1939,74.234
1/25/1939,74.313
1/26/1939,74.24
1/27/1939,74.246
1/28/1939,74.215
1/29/1939,74.224
1/30/1939,74.185
1/31/1939,74.249
2/1/1939,74.227
2/2/1939,74.209
2/3/1939,74.255
2/4/1939,74.279
2/5/1939,74.227
2/6/1939,74.224
2/7/1939,74.267
2/8/1939,74.237
2/9/1939,74.23
2/10/1939,74.176
2/11/1939,74.282
2/12/1939,74.249
2/13/1939,74.224
2/14/1939,74.227
2/15/1939,74.264
2/16/1939,74.276
2/17/1939,74.243
2/18/1939,74.273
2/19/1939,74.234
2/20/1939,74.273
2/21/1939,74.282
2/22/1939,74.34
2/23/1939,74.325
2/24/1939,74.325
2/25/1939,74.316
2/26/1939,74.313
2/27/1939,74.359
2/28/1939,74.304
3/1/1939,74.401
3/2/1939,74.359
3/3/1939,74.346
3/4/1939,74.352
3/5/1939,74.365
3/6/1939,74.423
3/7/1939,74.474
3/8/1939,74.401
3/9/1939,74.404
3/10/1939,74.423
3/11/1939,74.38
3/12/1939,74.38
3/13/1939,74.447
3/14/1939,74.429
3/15/1939,74.398
3/16/1939,74.462
3/17/1939,74.459
3/18/1939,74.456
3/19/1939,74.435
3/20/1939,74.465
3/21/1939,74.459
3/22/1939,74.453
3/23/1939,74.441
3/24/1939,74.438
3/25/1939,74.435
3/26/1939,74.45
3/27/1939,74.477
3/28/1939,74.49
3/29/1939,74.48
3/30/1939,74.49
3/31/1939,74.538
4/1/1939,74.538
4/2/1939,74.599
4/3/1939,74.627
4/4/1939,74.618
4/5/1939,74.587
4/6/1939,74.605
4/7/1939,74.618
4/8/1939,74.599
4/9/1939,74.624
4/10/1939,74.599
4/11/1939,74.636
4/12/1939,74.685
4/13/1939,74.688
4/14/1939,74.66
4/15/1939,74.688
4/16/1939,74.669
4/17/1939,74.645
4/18/1939,74.682
4/19/1939,74.706
4/20/1939,74.733
4/21/1939,74.727
4/22/1939,74.752
