"Date","WL"
"1933-02-20",74.197
"1933-02-21",74.282
"1933-02-22",74.17
"1933-02-23",74.215
"1933-02-24",74.203
"1933-02-25",74.179
"1933-02-26",74.276
"1933-02-27",74.279
"1933-02-28",74.273
"1933-03-01",74.237
"1933-03-02",74.237
"1933-03-03",74.227
"1933-03-04",74.227
"1933-03-05",74.224
"1933-03-06",74.185
"1933-03-07",74.173
"1933-03-08",74.215
"1933-03-09",74.325
"1933-03-10",74.285
"1933-03-11",74.221
"1933-03-12",74.221
"1933-03-13",74.194
"1933-03-14",74.215
"1933-03-15",74.285
"1933-03-16",74.224
"1933-03-17",74.221
"1933-03-18",74.212
"1933-03-19",74.182
"1933-03-20",74.185
"1933-03-21",74.249
"1933-03-22",74.291
"1933-03-23",74.27
"1933-03-24",74.261
"1933-03-25",74.215
"1933-03-26",74.24
"1933-03-27",74.255
"1933-03-28",74.282
"1933-03-29",74.273
"1933-03-30",74.249
"1933-03-31",74.224
"1933-04-01",74.298
"1933-04-02",74.304
"1933-04-03",74.301
"1933-04-04",74.34
"1933-04-05",74.322
"1933-04-06",74.288
"1933-04-07",74.328
"1933-04-08",74.386
"1933-04-09",74.383
"1933-04-10",74.371
"1933-04-11",74.352
"1933-04-12",74.398
"1933-04-13",74.392
"1933-04-14",74.392
"1933-04-15",74.441
"1933-04-16",74.447
"1933-04-17",74.45
"1933-04-18",74.456
"1933-04-19",74.432
"1933-04-20",74.438
"1933-04-21",74.456
"1933-04-22",74.477
"1933-04-23",74.474
"1933-04-24",74.477
"1933-04-25",74.49
"1933-04-26",74.508
"1933-04-27",74.511
"1933-04-28",74.471
"1933-04-29",74.496
"1933-04-30",74.487
"1933-05-01",74.496
"1933-05-02",74.502
"1933-05-03",74.538
"1933-05-04",74.532
"1933-05-05",74.52
"1933-05-06",74.52
"1933-05-07",74.538
"1933-05-08",74.532
"1933-05-09",74.529
"1933-05-10",74.538
"1933-05-11",74.532
"1933-05-12",74.535
"1933-05-13",74.544
"1933-05-14",74.557
"1933-05-15",74.563
"1933-05-16",74.566
"1933-05-17",74.56
"1933-05-18",74.557
"1933-05-19",74.563
"1933-05-20",74.578
"1933-05-21",74.59
"1933-05-22",74.581
"1933-05-23",74.581
"1933-05-24",74.599
"1933-05-25",74.596
"1933-05-26",74.584
"1933-05-27",74.587
"1933-05-28",74.578
"1933-05-29",74.578
"1933-05-30",74.581
"1933-05-31",74.593
"1933-06-01",74.621
"1933-06-02",74.624
"1933-06-03",74.624
"1933-06-04",74.621
"1933-06-05",74.621
"1933-06-06",74.615
"1933-06-07",74.627
"1933-06-08",74.618
"1933-06-09",74.624
"1933-06-10",74.599
"1933-06-11",74.596
"1933-06-12",74.615
"1933-06-13",74.624
"1933-06-14",74.599
"1933-06-15",74.578
"1933-06-16",74.575
"1933-06-17",74.602
"1933-06-18",74.618
"1933-06-19",74.602
"1933-06-20",74.587
"1933-06-21",74.593
"1933-06-22",74.596
"1933-06-23",74.581
"1933-06-24",74.572
"1933-06-25",74.563
"1933-06-26",74.56
"1933-06-27",74.557
"1933-06-28",74.554
"1933-06-29",74.547
"1933-06-30",74.544
"1933-07-01",74.578
"1933-07-02",74.575
"1933-07-03",74.563
"1933-07-04",74.566
"1933-07-05",74.575
"1933-07-06",74.563
"1933-07-07",74.541
"1933-07-08",74.544
"1933-07-09",74.547
"1933-07-10",74.547
"1933-07-11",74.538
"1933-07-12",74.529
"1933-07-13",74.517
"1933-07-14",74.511
"1933-07-15",74.505
"1933-07-16",74.505
"1933-07-17",74.508
"1933-07-18",74.505
"1933-07-19",74.499
"1933-07-20",74.49
"1933-07-21",74.493
"1933-07-22",74.487
"1933-07-23",74.483
"1933-07-24",74.502
"1933-07-25",74.471
"1933-07-26",74.453
"1933-07-27",74.444
"1933-07-28",74.441
"1933-07-29",74.456
"1933-07-30",74.465
"1933-07-31",74.465
"1933-08-01",74.471
"1933-08-02",74.474
"1933-08-03",74.456
"1933-08-04",74.441
"1933-08-05",74.441
"1933-08-06",74.416
"1933-08-07",74.404
"1933-08-08",74.426
"1933-08-09",74.389
"1933-08-10",74.352
"1933-08-11",74.359
"1933-08-12",74.371
"1933-08-13",74.395
"1933-08-14",74.398
"1933-08-15",74.392
"1933-08-16",74.383
"1933-08-17",74.374
"1933-08-18",74.386
"1933-08-19",74.383
"1933-08-20",74.371
"1933-08-21",74.343
"1933-08-22",74.325
"1933-08-23",74.316
"1933-08-24",74.374
"1933-08-25",74.377
"1933-08-26",74.362
"1933-08-27",74.365
"1933-08-28",74.374
"1933-08-29",74.38
"1933-08-30",74.365
"1933-08-31",74.359
"1933-09-01",74.355
"1933-09-02",74.325
"1933-09-03",74.31
"1933-09-04",74.322
"1933-09-05",74.319
"1933-09-06",74.319
"1933-09-07",74.319
"1933-09-08",74.307
"1933-09-09",74.337
"1933-09-10",74.346
"1933-09-11",74.31
"1933-09-12",74.301
"1933-09-13",74.267
"1933-09-14",74.24
"1933-09-15",74.2
"1933-09-16",74.194
"1933-09-17",74.191
"1933-09-18",74.24
"1933-09-19",74.221
"1933-09-20",74.237
"1933-09-21",74.249
"1933-09-22",74.249
"1933-09-23",74.23
"1933-09-24",74.209
"1933-09-25",74.215
"1933-09-26",74.206
"1933-09-27",74.243
"1933-09-28",74.227
"1933-09-29",74.234
"1933-09-30",74.203
"1933-10-01",74.218
"1933-10-02",74.212
"1933-10-03",74.185
"1933-10-04",74.157
"1933-10-05",74.133
"1933-10-06",74.142
"1933-10-07",74.133
"1933-10-08",74.13
"1933-10-09",74.124
"1933-10-10",74.136
"1933-10-11",74.118
"1933-10-12",74.154
"1933-10-13",74.139
"1933-10-14",74.124
"1933-10-15",74.121
"1933-10-16",74.087
"1933-10-17",74.13
"1933-10-18",74.124
"1933-10-19",74.084
"1933-10-20",74.124
"1933-10-21",74.051
"1933-10-22",74.032
"1933-10-23",74.063
"1933-10-24",74.063
"1933-10-25",74.13
"1933-10-26",74.06
"1933-10-27",74.075
"1933-10-28",74.045
"1933-10-29",74.017
"1933-10-30",74.02
"1933-10-31",74.02
"1933-11-01",74.026
"1933-11-02",74.023
"1933-11-03",74.045
"1933-11-04",74.029
"1933-11-05",73.999
"1933-11-06",73.993
"1933-11-07",74.005
"1933-11-08",74.032
"1933-11-09",73.999
"1933-11-10",74.029
"1933-11-11",74.011
"1933-11-12",73.996
"1933-11-13",73.993
"1933-11-14",73.996
"1933-11-15",74.008
"1933-11-16",73.99
"1933-11-17",73.953
"1933-11-18",73.965
"1933-11-19",73.959
"1933-11-20",73.953
"1933-11-21",73.895
"1933-11-22",73.944
"1933-11-23",73.935
"1933-11-24",73.944
"1933-11-25",73.926
"1933-11-26",73.932
"1933-11-27",73.984
"1933-11-28",73.971
"1933-11-29",73.935
"1933-11-30",74.014
"1933-12-01",74.014
"1933-12-02",73.971
"1933-12-03",73.935
"1933-12-04",73.953
"1933-12-05",73.941
"1933-12-06",73.993
"1933-12-07",73.971
"1933-12-08",73.987
"1933-12-09",73.978
"1933-12-10",73.968
"1933-12-11",74.051
"1933-12-12",73.987
"1933-12-13",73.947
"1933-12-14",73.947
"1933-12-15",73.92
"1933-12-16",73.971
"1933-12-17",73.95
"1933-12-18",73.993
"1933-12-19",73.947
"1933-12-20",73.92
"1933-12-21",73.981
"1933-12-22",73.996
"1933-12-23",73.929
"1933-12-24",73.929
"1933-12-25",73.901
"1933-12-26",73.904
"1933-12-27",73.987
"1933-12-28",74.002
"1933-12-29",73.971
"1933-12-30",73.938
"1933-12-31",73.959
"1934-01-01",73.974
"1934-01-02",73.965
"1934-01-03",73.978
"1934-01-04",73.965
"1934-01-05",73.968
"1934-01-06",73.99
"1934-01-07",73.993
"1934-01-08",74.008
"1934-01-09",74.011
"1934-01-10",74.029
"1934-01-11",74.038
"1934-01-12",74.014
"1934-01-13",73.999
"1934-01-14",73.984
"1934-01-15",74.014
"1934-01-16",74.063
"1934-01-17",74.081
"1934-01-18",74.026
"1934-01-19",74.075
"1934-01-20",74.035
"1934-01-21",74.011
"1934-01-22",73.99
"1934-01-23",74.017
"1934-01-24",74.057
"1934-01-25",74.069
"1934-01-26",74.069
"1934-01-27",74.048
"1934-01-28",74.057
"1934-01-29",74.136
"1934-01-30",74.151
"1934-01-31",74.102
"1934-02-01",74.084
"1934-02-02",74.084
"1934-02-03",74.078
"1934-02-04",74.087
"1934-02-05",74.096
"1934-02-06",74.084
"1934-02-07",74.118
"1934-02-08",74.09
"1934-02-09",74.066
"1934-02-10",74.051
"1934-02-11",74.057
"1934-02-12",74.045
"1934-02-13",74.093
"1934-02-14",74.032
"1934-02-15",74.051
"1934-02-16",74.032
"1934-02-17",74.032
"1934-02-18",74.026
"1934-02-19",74.06
"1934-02-20",74.063
"1934-02-21",74.035
"1934-02-22",74.038
"1934-02-23",74.078
"1934-02-24",74.063
"1934-02-25",74.005
"1934-02-26",74.026
"1934-02-27",74.045
"1934-02-28",74.005
"1934-03-01",73.999
"1934-03-02",73.993
"1934-03-03",74.014
"1934-03-04",74.026
"1934-03-05",74.026
"1934-03-06",74.087
"1934-03-07",74.081
"1934-03-08",74.078
"1934-03-09",74.102
"1934-03-10",74.06
"1934-03-11",74.026
"1934-03-12",74.045
"1934-03-13",74.051
"1934-03-14",74.081
"1934-03-15",74.06
"1934-03-16",74.063
"1934-03-17",74.051
"1934-03-18",74.06
"1934-03-19",74.06
"1934-03-20",74.063
"1934-03-21",74.054
"1934-03-22",74.093
"1934-03-23",74.042
"1934-03-24",74.057
"1934-03-25",74.072
"1934-03-26",74.054
"1934-03-27",74.087
"1934-03-28",74.087
"1934-03-29",74.072
"1934-03-30",74.063
"1934-03-31",74.054
"1934-04-01",74.084
"1934-04-02",74.096
"1934-04-03",74.106
"1934-04-04",74.115
"1934-04-05",74.106
"1934-04-06",74.142
"1934-04-07",74.185
"1934-04-08",74.191
"1934-04-09",74.191
"1934-04-10",74.176
"1934-04-11",74.163
"1934-04-12",74.237
"1934-04-13",74.24
"1934-04-14",74.258
"1934-04-15",74.252
"1934-04-16",74.276
"1934-04-17",74.282
"1934-04-18",74.279
"1934-04-19",74.282
"1934-04-20",74.301
"1934-04-21",74.298
"1934-04-22",74.285
"1934-04-23",74.291
"1934-04-24",74.313
"1934-04-25",74.337
"1934-04-26",74.31
"1934-04-27",74.355
"1934-04-28",74.328
"1934-04-29",74.307
"1934-04-30",74.307
"1934-05-01",74.307
"1934-05-02",74.31
"1934-05-03",74.316
"1934-05-04",74.319
"1934-05-05",74.316
"1934-05-06",74.322
"1934-05-07",74.331
"1934-05-08",74.322
"1934-05-09",74.304
"1934-05-10",74.31
"1934-05-11",74.328
"1934-05-12",74.322
"1934-05-13",74.295
"1934-05-14",74.316
"1934-05-15",74.313
"1934-05-16",74.304
"1934-05-17",74.295
"1934-05-18",74.301
"1934-05-19",74.301
"1934-05-20",74.291
"1934-05-21",74.285
"1934-05-22",74.288
"1934-05-23",74.276
"1934-05-24",74.273
"1934-05-25",74.27
"1934-05-26",74.264
"1934-05-27",74.258
"1934-05-28",74.255
"1934-05-29",74.249
"1934-05-30",74.243
"1934-05-31",74.237
"1934-06-01",74.24
"1934-06-02",74.23
"1934-06-03",74.234
"1934-06-04",74.224
"1934-06-05",74.221
"1934-06-06",74.227
"1934-06-07",74.23
"1934-06-08",74.206
"1934-06-09",74.206
"1934-06-10",74.215
"1934-06-11",74.215
"1934-06-12",74.206
"1934-06-13",74.23
"1934-06-14",74.234
"1934-06-15",74.215
"1934-06-16",74.215
"1934-06-17",74.206
"1934-06-18",74.188
"1934-06-19",74.23
"1934-06-20",74.227
"1934-06-21",74.23
"1934-06-22",74.224
"1934-06-23",74.224
"1934-06-24",74.224
"1934-06-25",74.234
"1934-06-26",74.218
"1934-06-27",74.218
"1934-06-28",74.212
"1934-06-29",74.215
"1934-06-30",74.215
"1934-07-01",74.209
"1934-07-02",74.203
"1934-07-03",74.194
"1934-07-04",74.194
"1934-07-05",74.179
"1934-07-06",74.166
"1934-07-07",74.197
"1934-07-08",74.191
"1934-07-09",74.182
"1934-07-10",74.163
"1934-07-11",74.148
"1934-07-12",74.154
"1934-07-13",74.154
"1934-07-14",74.154
"1934-07-15",74.151
"1934-07-16",74.166
"1934-07-17",74.163
"1934-07-18",74.157
"1934-07-19",74.142
"1934-07-20",74.148
"1934-07-21",74.151
"1934-07-22",74.139
"1934-07-23",74.121
"1934-07-24",74.099
"1934-07-25",74.099
"1934-07-26",74.102
"1934-07-27",74.099
"1934-07-28",74.109
"1934-07-29",74.093
"1934-07-30",74.084
"1934-07-31",74.106
"1934-08-01",74.09
"1934-08-02",74.06
"1934-08-03",74.096
"1934-08-04",74.084
"1934-08-05",74.084
"1934-08-06",74.057
"1934-08-07",74.038
"1934-08-08",74.02
"1934-08-09",74.029
"1934-08-10",74.032
"1934-08-11",74.014
"1934-08-12",73.978
"1934-08-13",73.968
"1934-08-14",73.999
"1934-08-15",73.978
"1934-08-16",73.959
"1934-08-17",73.965
"1934-08-18",73.956
"1934-08-19",73.971
"1934-08-20",74.02
"1934-08-21",73.987
"1934-08-22",73.993
"1934-08-23",73.974
"1934-08-24",73.978
"1934-08-25",73.978
"1934-08-26",73.971
"1934-08-27",73.959
"1934-08-28",73.95
"1934-08-29",73.941
"1934-08-30",73.926
"1934-08-31",73.898
"1934-09-01",73.877
"1934-09-02",73.886
"1934-09-03",73.88
"1934-09-04",73.892
"1934-09-05",73.898
"1934-09-06",73.889
"1934-09-07",73.889
"1934-09-08",73.865
"1934-09-09",73.886
"1934-09-10",73.886
"1934-09-11",73.886
"1934-09-12",73.865
"1934-09-13",73.871
"1934-09-14",73.886
"1934-09-15",73.883
"1934-09-16",73.91
"1934-09-17",73.941
"1934-09-18",73.926
"1934-09-19",73.923
"1934-09-20",73.917
"1934-09-21",73.898
"1934-09-22",73.904
"1934-09-23",73.92
"1934-09-24",73.91
"1934-09-25",73.907
"1934-09-26",73.898
"1934-09-27",73.941
"1934-09-28",73.917
"1934-09-29",73.92
"1934-09-30",73.938
"1934-10-01",73.907
"1934-10-02",73.892
"1934-10-03",73.892
"1934-10-04",73.853
"1934-10-05",73.828
"1934-10-06",73.849
"1934-10-07",73.926
"1934-10-08",73.883
"1934-10-09",73.865
"1934-10-10",73.843
"1934-10-11",73.868
"1934-10-12",73.862
"1934-10-13",73.843
"1934-10-14",73.801
"1934-10-15",73.822
"1934-10-16",73.813
"1934-10-17",73.816
"1934-10-18",73.84
"1934-10-19",73.822
"1934-10-20",73.795
"1934-10-21",73.767
"1934-10-22",73.822
"1934-10-23",73.819
"1934-10-24",73.795
"1934-10-25",73.782
"1934-10-26",73.84
"1934-10-27",73.825
"1934-10-28",73.862
"1934-10-29",73.801
"1934-10-30",73.773
"1934-10-31",73.776
"1934-11-01",73.804
"1934-11-02",73.785
"1934-11-03",73.737
"1934-11-04",73.743
"1934-11-05",73.767
"1934-11-06",73.782
"1934-11-07",73.776
"1934-11-08",73.801
"1934-11-09",73.758
"1934-11-10",73.743
"1934-11-11",73.773
"1934-11-12",73.789
"1934-11-13",73.755
"1934-11-14",73.761
"1934-11-15",73.764
"1934-11-16",73.74
"1934-11-17",73.737
"1934-11-18",73.731
"1934-11-19",73.734
"1934-11-20",73.74
"1934-11-21",73.712
"1934-11-22",73.709
"1934-11-23",73.767
"1934-11-24",73.785
"1934-11-25",73.755
"1934-11-26",73.697
"1934-11-27",73.715
"1934-11-28",73.712
"1934-11-29",73.752
"1934-11-30",73.752
"1934-12-01",73.801
"1934-12-02",73.831
"1934-12-03",73.752
"1934-12-04",73.819
"1934-12-05",73.828
"1934-12-06",73.795
"1934-12-07",73.776
"1934-12-08",73.77
"1934-12-09",73.767
"1934-12-10",73.749
"1934-12-11",73.764
"1934-12-12",73.755
"1934-12-13",73.773
"1934-12-14",73.776
"1934-12-15",73.734
"1934-12-16",73.749
"1934-12-17",73.752
"1934-12-18",73.725
"1934-12-19",73.706
"1934-12-20",73.81
"1934-12-21",73.74
"1934-12-22",73.752
"1934-12-23",73.721
"1934-12-24",73.761
"1934-12-25",73.715
"1934-12-26",73.825
"1934-12-27",73.74
"1934-12-28",73.706
"1934-12-29",73.789
"1934-12-30",73.752
"1934-12-31",73.7
"1935-01-01",73.789
"1935-01-02",73.749
"1935-01-03",73.776
"1935-01-04",73.737
"1935-01-05",73.685
"1935-01-06",73.706
"1935-01-07",73.715
"1935-01-08",73.74
"1935-01-09",73.776
"1935-01-10",73.801
"1935-01-11",73.862
"1935-01-12",73.819
"1935-01-13",73.789
"1935-01-14",73.868
"1935-01-15",73.84
"1935-01-16",73.825
"1935-01-17",73.846
"1935-01-18",73.901
"1935-01-19",73.813
"1935-01-20",73.822
"1935-01-21",73.843
"1935-01-22",73.88
"1935-01-23",73.88
"1935-01-24",73.88
"1935-01-25",73.859
"1935-01-26",73.907
"1935-01-27",73.84
"1935-01-28",73.81
"1935-01-29",73.889
"1935-01-30",73.865
"1935-01-31",73.846
"1935-02-01",73.84
"1935-02-02",73.874
"1935-02-03",73.871
"1935-02-04",73.856
"1935-02-05",73.831
"1935-02-06",73.843
"1935-02-07",73.822
"1935-02-08",73.837
"1935-02-09",73.846
"1935-02-10",73.84
"1935-02-11",73.868
"1935-02-12",73.837
"1935-02-13",73.81
"1935-02-14",73.816
"1935-02-15",73.856
"1935-02-16",73.868
"1935-02-17",73.886
"1935-02-18",73.895
"1935-02-19",73.892
"1935-02-20",73.914
"1935-02-21",73.92
"1935-02-22",73.874
"1935-02-23",73.871
"1935-02-24",73.883
"1935-02-25",73.868
"1935-02-26",73.904
"1935-02-27",73.91
"1935-02-28",73.914
"1935-03-01",73.843
"1935-03-02",73.874
"1935-03-03",73.901
"1935-03-04",73.837
"1935-03-05",73.898
"1935-03-06",73.92
"1935-03-07",73.91
"1935-03-08",73.914
"1935-03-09",73.895
"1935-03-10",73.907
"1935-03-11",73.923
"1935-03-12",73.947
"1935-03-13",73.944
"1935-03-14",73.935
"1935-03-15",73.907
"1935-03-16",73.929
"1935-03-17",74.002
"1935-03-18",73.956
"1935-03-19",73.95
"1935-03-20",73.962
"1935-03-21",73.968
"1935-03-22",73.978
"1935-03-23",73.987
"1935-03-24",73.996
"1935-03-25",73.987
"1935-03-26",73.996
"1935-03-27",73.978
"1935-03-28",73.987
"1935-03-29",74.005
"1935-03-30",74.02
"1935-03-31",74.002
"1935-04-01",74.002
"1935-04-02",74.029
"1935-04-03",74.02
"1935-04-04",74.017
"1935-04-05",74.011
"1935-04-06",74.011
"1935-04-07",74.005
"1935-04-08",73.996
"1935-04-09",74.005
"1935-04-10",74.008
"1935-04-11",73.99
"1935-04-12",73.993
"1935-04-13",74.029
"1935-04-14",74.029
"1935-04-15",74.038
"1935-04-16",74.075
"1935-04-17",74.069
"1935-04-18",74.051
"1935-04-19",74.045
"1935-04-20",74.048
"1935-04-21",74.051
"1935-04-22",74.051
"1935-04-23",74.051
"1935-04-24",74.054
"1935-04-25",74.057
"1935-04-26",74.054
"1935-04-27",74.045
"1935-04-28",74.06
"1935-04-29",74.06
"1935-04-30",74.112
"1935-05-01",74.118
"1935-05-02",74.072
"1935-05-03",74.048
"1935-05-04",74.081
"1935-05-05",74.075
"1935-05-06",74.087
"1935-05-07",74.115
"1935-05-08",74.102
"1935-05-09",74.096
"1935-05-10",74.13
"1935-05-11",74.136
"1935-05-12",74.133
"1935-05-13",74.133
"1935-05-14",74.142
"1935-05-15",74.142
"1935-05-16",74.133
"1935-05-17",74.142
"1935-05-18",74.151
"1935-05-19",74.142
"1935-05-20",74.142
"1935-05-21",74.139
"1935-05-22",74.133
"1935-05-23",74.133
"1935-05-24",74.13
"1935-05-25",74.124
"1935-05-26",74.121
"1935-05-27",74.118
"1935-05-28",74.121
"1935-05-29",74.148
"1935-05-30",74.151
"1935-05-31",74.16
"1935-06-01",74.157
"1935-06-02",74.136
"1935-06-03",74.139
"1935-06-04",74.16
"1935-06-05",74.16
"1935-06-06",74.166
"1935-06-07",74.173
"1935-06-08",74.17
"1935-06-09",74.179
"1935-06-10",74.179
"1935-06-11",74.176
"1935-06-12",74.17
"1935-06-13",74.17
"1935-06-14",74.166
"1935-06-15",74.185
"1935-06-16",74.17
"1935-06-17",74.209
"1935-06-18",74.209
"1935-06-19",74.179
"1935-06-20",74.203
"1935-06-21",74.215
"1935-06-22",74.24
"1935-06-23",74.24
"1935-06-24",74.246
"1935-06-25",74.246
"1935-06-26",74.24
"1935-06-27",74.246
"1935-06-28",74.249
"1935-06-29",74.252
"1935-06-30",74.255
"1935-07-01",74.249
"1935-07-02",74.234
"1935-07-03",74.224
"1935-07-04",74.227
"1935-07-05",74.227
"1935-07-06",74.224
"1935-07-07",74.227
"1935-07-08",74.227
"1935-07-09",74.237
"1935-07-10",74.246
"1935-07-11",74.255
"1935-07-12",74.261
"1935-07-13",74.267
"1935-07-14",74.276
"1935-07-15",74.276
"1935-07-16",74.279
"1935-07-17",74.264
"1935-07-18",74.258
"1935-07-19",74.27
"1935-07-20",74.258
"1935-07-21",74.249
"1935-07-22",74.255
"1935-07-23",74.261
"1935-07-24",74.276
"1935-07-25",74.282
"1935-07-26",74.258
"1935-07-27",74.24
"1935-07-28",74.243
"1935-07-29",74.255
"1935-07-30",74.252
"1935-07-31",74.246
"1935-08-01",74.261
"1935-08-02",74.252
"1935-08-03",74.24
"1935-08-04",74.237
"1935-08-05",74.261
"1935-08-06",74.227
"1935-08-07",74.188
"1935-08-08",74.185
"1935-08-09",74.176
"1935-08-10",74.17
"1935-08-11",74.188
"1935-08-12",74.166
"1935-08-13",74.194
"1935-08-14",74.188
"1935-08-15",74.191
"1935-08-16",74.179
"1935-08-17",74.173
"1935-08-18",74.163
"1935-08-19",74.151
"1935-08-20",74.145
"1935-08-21",74.16
"1935-08-22",74.145
"1935-08-23",74.136
"1935-08-24",74.121
"1935-08-25",74.115
"1935-08-26",74.118
"1935-08-27",74.106
"1935-08-28",74.145
"1935-08-29",74.133
"1935-08-30",74.127
"1935-08-31",74.115
"1935-09-01",74.118
"1935-09-02",74.099
"1935-09-03",74.066
"1935-09-04",74.045
"1935-09-05",74.084
"1935-09-06",74.087
"1935-09-07",74.075
"1935-09-08",74.075
"1935-09-09",74.081
"1935-09-10",74.096
"1935-09-11",74.072
"1935-09-12",74.069
"1935-09-13",74.045
"1935-09-14",74.014
"1935-09-15",74.078
"1935-09-16",74.035
"1935-09-17",74.011
"1935-09-18",74.017
"1935-09-19",74.029
"1935-09-20",74.048
"1935-09-21",74.045
"1935-09-22",74.069
"1935-09-23",74.029
"1935-09-24",74.011
"1935-09-25",74.014
"1935-09-26",74.017
"1935-09-27",74.029
"1935-09-28",74.017
"1935-09-29",74.063
"1935-09-30",74.005
"1935-10-01",74.023
"1935-10-02",73.971
"1935-10-03",74.002
"1935-10-04",74.026
"1935-10-05",73.996
"1935-10-06",73.996
"1935-10-07",73.981
"1935-10-08",73.959
"1935-10-09",73.941
"1935-10-10",73.938
"1935-10-11",73.956
"1935-10-12",73.941
"1935-10-13",73.92
"1935-10-14",73.935
"1935-10-15",73.941
"1935-10-16",73.91
"1935-10-17",73.904
"1935-10-18",73.926
"1935-10-19",73.92
"1935-10-20",73.923
"1935-10-21",73.874
"1935-10-22",73.91
"1935-10-23",73.944
"1935-10-24",73.938
"1935-10-25",73.917
"1935-10-26",73.929
"1935-10-27",73.898
"1935-10-28",73.886
"1935-10-29",73.88
"1935-10-30",73.907
"1935-10-31",73.91
"1935-11-01",73.917
"1935-11-02",73.929
"1935-11-03",73.901
"1935-11-04",73.886
"1935-11-05",73.92
"1935-11-06",73.935
"1935-11-07",73.892
"1935-11-08",73.92
"1935-11-09",73.886
"1935-11-10",73.877
"1935-11-11",73.91
"1935-11-12",73.914
"1935-11-13",73.91
"1935-11-14",73.901
"1935-11-15",73.889
"1935-11-16",73.871
"1935-11-17",73.877
"1935-11-18",73.892
"1935-11-19",73.859
"1935-11-20",73.886
"1935-11-21",73.868
"1935-11-22",73.898
"1935-11-23",73.886
"1935-11-24",73.868
"1935-11-25",73.865
"1935-11-26",73.871
"1935-11-27",73.828
"1935-11-28",73.84
"1935-11-29",73.88
"1935-11-30",73.88
"1935-12-01",73.871
"1935-12-02",73.889
"1935-12-03",73.892
"1935-12-04",73.895
"1935-12-05",73.904
"1935-12-06",73.846
"1935-12-07",73.822
"1935-12-08",73.843
"1935-12-09",73.874
"1935-12-10",73.862
"1935-12-11",73.874
"1935-12-12",73.859
"1935-12-13",73.843
"1935-12-14",73.871
"1935-12-15",73.862
"1935-12-16",73.914
"1935-12-17",73.904
"1935-12-18",73.883
"1935-12-19",73.895
"1935-12-20",73.92
"1935-12-21",73.917
"1935-12-22",73.877
"1935-12-23",73.88
"1935-12-24",73.904
"1935-12-25",73.88
"1935-12-26",73.892
"1935-12-27",73.907
"1935-12-28",73.88
"1935-12-29",73.84
"1935-12-30",73.853
"1935-12-31",73.834
"1936-01-01",73.84
"1936-01-02",73.807
"1936-01-03",73.865
"1936-01-04",73.837
"1936-01-05",73.904
"1936-01-06",73.846
"1936-01-07",73.868
"1936-01-08",73.828
"1936-01-09",73.822
"1936-01-10",73.892
"1936-01-11",73.865
"1936-01-12",73.865
"1936-01-13",73.901
"1936-01-14",73.84
"1936-01-15",73.853
"1936-01-16",73.874
"1936-01-17",73.846
"1936-01-18",73.834
"1936-01-19",73.859
"1936-01-20",73.853
"1936-01-21",73.84
"1936-01-22",73.834
"1936-01-23",73.981
"1936-01-24",73.914
"1936-01-25",73.868
"1936-01-26",73.84
"1936-01-27",73.871
"1936-01-28",73.871
"1936-01-29",73.831
"1936-01-30",73.822
"1936-01-31",73.853
"1936-02-01",73.898
"1936-02-02",73.846
"1936-02-03",73.804
"1936-02-04",73.837
"1936-02-05",73.898
"1936-02-06",73.843
"1936-02-07",73.801
"1936-02-08",73.773
"1936-02-09",73.81
"1936-02-10",73.834
"1936-02-11",73.828
"1936-02-12",73.816
"1936-02-13",73.743
"1936-02-14",73.755
"1936-02-15",73.795
"1936-02-16",73.776
"1936-02-17",73.779
"1936-02-18",73.846
"1936-02-19",73.801
"1936-02-20",73.755
"1936-02-21",73.761
"1936-02-22",73.761
"1936-02-23",73.74
"1936-02-24",73.706
"1936-02-25",73.74
"1936-02-26",73.737
"1936-02-27",73.795
"1936-02-28",73.816
"1936-02-29",73.776
"1936-03-01",73.773
"1936-03-02",73.749
"1936-03-03",73.773
"1936-03-04",73.785
"1936-03-05",73.801
"1936-03-06",73.813
"1936-03-07",73.785
"1936-03-08",73.77
"1936-03-09",73.798
"1936-03-10",73.795
"1936-03-11",73.801
"1936-03-12",73.886
"1936-03-13",73.941
"1936-03-14",73.935
"1936-03-15",73.932
"1936-03-16",73.95
"1936-03-17",74.005
"1936-03-18",74.035
"1936-03-19",74.057
"1936-03-20",74.075
"1936-03-21",74.142
"1936-03-22",74.179
"1936-03-23",74.127
"1936-03-24",74.136
"1936-03-25",74.173
"1936-03-26",74.191
"1936-03-27",74.206
"1936-03-28",74.264
"1936-03-29",74.27
"1936-03-30",74.285
"1936-03-31",74.349
"1936-04-01",74.325
"1936-04-02",74.331
"1936-04-03",74.416
"1936-04-04",74.389
"1936-04-05",74.362
"1936-04-06",74.41
"1936-04-07",74.453
"1936-04-08",74.401
"1936-04-09",74.41
"1936-04-10",74.426
"1936-04-11",74.441
"1936-04-12",74.453
"1936-04-13",74.441
"1936-04-14",74.453
"1936-04-15",74.529
"1936-04-16",74.52
"1936-04-17",74.511
"1936-04-18",74.502
"1936-04-19",74.483
"1936-04-20",74.538
"1936-04-21",74.532
"1936-04-22",74.514
"1936-04-23",74.517
"1936-04-24",74.496
"1936-04-25",74.532
"1936-04-26",74.502
"1936-04-27",74.499
"1936-04-28",74.514
"1936-04-29",74.529
"1936-05-01",74.526
